time_s,rms_dbfs,spectral_centroid_hz,onset_strength
86.2293,-17.9072,906.537,2.90049
86.2720,-17.9121,946.012,2.58654
86.3147,-17.6530,1044.457,2.44904
86.3573,-17.5849,1041.563,2.54172
86.4000,-17.6794,941.096,2.63495
86.4427,-17.6001,980.691,2.50838
86.4853,-17.5094,966.406,2.55296
86.5280,-17.0611,995.241,2.35462
86.5707,-17.4079,1080.292,2.35646
86.6133,-17.3912,1057.471,2.42129
86.6560,-17.4730,1053.011,2.32427
86.6987,-18.1515,1193.298,2.38873
86.7413,-19.0089,1319.242,2.48112
86.7840,-20.0018,1462.514,2.15284
86.8267,-20.6974,1643.503,2.28428
86.8693,-21.8309,1690.607,2.46550
86.9120,-23.1292,1825.593,2.49268
86.9547,-24.5465,2160.990,2.45520
86.9973,-25.4521,2379.012,2.59320
87.0400,-26.0317,2745.084,2.34830
87.0827,-26.4945,3052.670,2.41134
87.1253,-26.7083,3093.991,2.69032
87.1680,-26.8480,3196.922,2.65175
87.2107,-27.2027,3211.674,2.62098
87.2533,-27.4651,3056.091,2.62272
87.2960,-27.5560,3079.429,2.58843
87.3387,-27.2172,2949.951,2.58921
87.3813,-26.9227,2574.874,2.67682
87.4240,-26.7360,2362.729,2.50871
87.4667,-26.5995,2299.895,2.40206
87.5093,-26.5244,2180.328,2.35609
87.5520,-26.7563,2381.678,2.20001
87.5947,-27.1264,2445.129,2.22946
87.6373,-27.5522,2176.027,2.26628
87.6800,-27.8538,2193.198,2.29453
87.7227,-28.0152,2213.528,2.26637
87.7653,-28.1650,2362.227,1.94775
87.8080,-28.2286,2660.689,1.90897
87.8507,-28.0373,2786.922,2.12470
87.8933,-27.2603,2646.153,2.05054
87.9360,-26.5694,2742.330,2.06043
87.9787,-26.2135,2716.436,2.06852
88.0213,-26.0411,2704.993,1.85399
88.0640,-26.0733,2683.453,1.83769
88.1067,-26.3230,2423.897,2.20730
88.1493,-26.7097,2154.215,2.06680
88.1920,-27.1879,2019.967,2.06975
88.2347,-27.7697,1954.286,2.25453
88.2773,-28.4766,2214.193,2.01128
88.3200,-29.2841,2324.704,2.03150
88.3627,-30.5724,2252.732,2.41668
88.4053,-32.2139,2553.685,2.31260
88.4480,-33.1429,2673.473,2.32593
88.4907,-33.7888,2805.963,2.38432
88.5333,-34.1296,3097.678,2.40042
88.5760,-34.3851,3134.551,2.40365
88.6187,-34.6349,2837.625,2.77440
88.6613,-34.9091,2995.119,2.81135
88.7040,-34.5945,3078.750,2.92417
88.7467,-34.3459,3075.358,2.61763
88.7893,-34.1026,3185.555,2.76721
88.8320,-33.9926,3170.114,2.93058
88.8747,-33.1410,3059.272,2.75102
88.9173,-32.7991,3197.314,2.74606
88.9600,-32.4381,3094.544,2.99316
89.0027,-32.2948,3021.490,2.62702
89.0453,-32.3058,3015.735,2.68804
89.0880,-32.0369,2769.060,2.89662
89.1307,-31.9889,2839.057,2.65932
89.1733,-32.1496,2809.461,2.68276
89.2160,-32.1852,2727.097,2.72810
89.2587,-32.2095,2861.631,2.34215
89.3013,-32.0260,3045.922,2.31914
89.3440,-32.2253,2969.222,2.44797
89.3867,-32.0000,3091.751,2.38132
89.4293,-31.8943,3174.349,2.32341
89.4720,-31.8862,2987.742,2.24196
89.5147,-31.5965,2996.626,2.21592
89.5573,-31.2763,2925.865,2.22701
89.6000,-30.7438,2681.886,2.33982
89.6427,-30.7436,2612.625,2.29471
89.6853,-30.6729,2602.525,2.28784
89.7280,-30.5430,2515.725,2.04465
89.7707,-30.3372,2808.974,2.06150
89.8133,-30.3363,3009.833,2.15065
89.8560,-30.7051,3039.183,2.07350
89.8987,-31.0426,3166.232,2.03489
89.9413,-31.2418,3203.215,2.10044
89.9840,-31.6184,3315.662,1.85757
90.0267,-32.2052,3399.188,1.90713
90.0693,-32.6324,3393.173,2.16529
90.1120,-32.6487,3205.983,2.06531
90.1547,-32.5436,3051.560,2.06096
90.1973,-32.0896,2913.516,2.15796
90.2400,-31.9922,3107.256,1.82393
90.2827,-32.1613,3091.130,1.91548
90.3253,-32.5929,2940.662,2.18903
90.3680,-32.7519,2982.059,2.16826
90.4107,-32.6615,3056.430,2.17092
90.4533,-32.7279,3167.502,2.25837
90.4960,-33.1333,3553.452,2.62794
90.5387,-33.2447,3815.565,2.61447
90.5813,-33.0884,3618.950,2.62459
90.6240,-32.9948,3733.417,2.82374
90.6667,-33.1736,4104.788,3.07217
90.7093,-32.9348,4272.584,2.71082
90.7520,-32.0414,4407.644,2.83414
90.7947,-30.8869,4046.705,3.15821
90.8373,-30.2453,3738.847,3.02436
90.8800,-29.7377,3558.379,3.09524
90.9227,-28.9481,3620.119,2.98500
90.9653,-27.6819,3866.528,2.75654
91.0080,-27.0409,3833.516,2.80843
91.0507,-26.8610,3909.084,2.88792
91.0933,-26.8479,4056.864,2.84682
91.1360,-26.8942,4544.882,2.50115
91.1787,-26.8462,4846.056,2.55894
91.2213,-27.1320,5234.180,2.52434
91.2640,-27.3173,5563.727,2.33746
91.3067,-27.4156,5648.228,2.05584
91.3493,-27.7207,5802.637,2.32518
91.3920,-27.8611,5939.143,2.22663
91.4347,-27.7262,6016.931,1.82105
91.4773,-27.4127,6045.770,1.91389
91.5200,-27.3155,6092.535,1.91339
91.5627,-27.1444,6094.028,1.95234
91.6053,-26.9030,6052.871,1.97730
91.6480,-27.1353,6094.197,1.94381
91.6907,-27.2429,6148.844,1.92898
91.7333,-27.3332,6187.701,1.70654
91.7760,-27.3548,6283.804,1.93693
91.8187,-27.2965,6407.607,1.84543
91.8613,-27.0838,6489.314,1.80218
91.9040,-27.3194,6556.993,1.85337
91.9467,-27.4261,6667.986,1.97292
91.9893,-27.1400,6757.012,1.72001
92.0320,-26.7163,6762.216,1.67220
92.0747,-26.3590,6774.929,1.96832
92.1173,-25.6708,6744.899,1.86308
92.1600,-24.8757,6735.738,1.74294
92.2027,-24.0289,6542.684,1.81120
92.2453,-23.0793,6437.507,1.74901
92.2880,-21.8493,6298.085,1.83338
92.3307,-20.8357,6084.098,1.70342
92.3733,-20.5623,5907.419,1.74947
92.4160,-20.5102,5403.337,1.73362
92.4587,-20.6207,4947.036,1.73020
92.5013,-20.9104,4435.111,1.73472
92.5440,-21.3080,3984.344,2.06580
92.5867,-21.8086,3513.620,2.05422
92.6293,-22.4222,2991.583,2.10849
92.6720,-23.1221,2541.175,2.22145
92.7147,-24.0029,2263.564,2.09455
92.7573,-25.0626,2321.400,2.07569
92.8000,-26.2034,2317.473,2.13486
92.8427,-26.4836,2406.679,2.34368
92.8853,-26.4483,2692.945,2.30447
92.9280,-26.4691,2845.752,2.19649
92.9707,-26.6089,2853.536,2.18267
93.0133,-26.6625,2988.890,2.15697
93.0560,-26.7366,2962.141,2.01019
93.0987,-26.8768,2691.709,2.18654
93.1413,-26.9256,2440.574,2.32656
93.1840,-27.0936,2128.968,1.96329
93.2267,-27.2405,1722.669,1.83004
93.2693,-27.3990,1483.090,1.73882
93.3120,-27.5046,1614.260,1.76048
93.3547,-27.8061,1452.988,1.81687
93.3973,-28.0794,1204.995,1.90033
93.4400,-28.2287,1159.821,1.86774
93.4827,-28.3790,1136.705,1.63696
93.5253,-28.4756,1124.032,1.68714
93.5680,-28.6763,1130.359,1.69832
93.6107,-29.1031,1066.662,1.88871
93.6533,-29.3410,864.622,2.19147
93.6960,-29.5555,902.764,2.07298
93.7387,-29.5020,914.105,1.95122
93.7813,-29.7081,951.213,1.78308
93.8240,-29.8169,953.340,1.69460
93.8667,-29.9388,952.905,1.71857
93.9093,-30.1565,946.343,1.78720
93.9520,-30.4419,942.484,1.69289
93.9947,-30.7633,887.444,1.73442
94.0373,-30.8859,808.445,1.74644
94.0800,-30.9361,842.750,1.71525
94.1227,-31.0406,784.477,2.62151
94.1653,-31.2065,784.630,2.54080
94.2080,-31.3790,781.150,2.50914
94.2507,-31.4629,788.168,2.76010
94.2933,-31.7104,1481.985,2.46172
94.3360,-31.7595,2224.287,2.45001
94.3787,-31.8134,2767.136,3.29140
94.4213,-31.9420,3394.947,3.24794
94.4640,-31.4620,4147.679,3.26229
94.5067,-31.4656,4705.779,3.18972
94.5493,-31.6827,5546.648,3.11627
94.5920,-31.9299,6418.166,3.04443
94.6347,-32.1403,6444.269,3.16881
94.6773,-32.6072,6186.992,3.04877
94.7200,-32.9047,5688.062,3.00394
94.7627,-33.0921,5011.061,1.98220
94.8053,-33.4694,4320.805,2.02362
94.8480,-33.7729,3746.824,2.04870
94.8907,-33.9596,2897.007,1.57978
94.9333,-34.7863,2006.791,1.53491
94.9760,-35.2398,1279.354,1.52317
95.0187,-35.4675,786.228,0.67254
95.0613,-35.6365,672.613,0.66524
95.1040,-35.8004,667.159,0.64485
95.1467,-35.9670,625.053,0.64026
95.1893,-36.1375,640.449,0.64084
95.2320,-36.2946,641.089,0.63724
95.2747,-36.4632,640.468,0.23221
95.3173,-36.6302,637.620,0.23003
95.3600,-36.7949,633.370,0.22144
95.4027,-36.9568,631.035,0.21479
95.4453,-37.1223,629.897,0.15825
95.4880,-37.2849,614.740,0.12182
95.5307,-37.4481,590.087,0.12344
95.5733,-37.6095,586.360,0.12419
95.6160,-37.7713,584.819,0.12404
95.6587,-37.9351,584.338,0.05302
95.7013,-38.0981,583.449,0.05062
95.7440,-38.2586,582.367,0.04530
95.7867,-38.4200,581.680,0.04397
95.8293,-38.5843,580.876,0.04350
95.8720,-38.7462,580.284,0.04093
95.9147,-38.9057,580.057,0.03762
95.9573,-39.0688,579.947,0.03998
96.0000,-39.2322,579.633,0.04010
96.0427,-39.3921,579.385,0.03493
96.0853,-39.5532,579.217,0.03514
96.1280,-39.7161,578.905,0.03565
96.1707,-39.8778,578.691,0.03378
96.2133,-40.0382,578.740,0.03307
96.2560,-40.2003,578.469,0.03557
96.2987,-40.3619,578.186,0.03450
96.3413,-40.5226,578.004,0.03249
96.3840,-40.6846,577.704,0.03661
96.4267,-40.8460,577.393,0.03614
96.4693,-41.0063,577.273,0.03605
96.5120,-41.1683,576.995,0.03800
96.5547,-41.3302,576.362,0.03752
96.5973,-41.4903,576.125,0.03533
96.6400,-41.6512,575.997,0.03644
96.6827,-41.8136,575.658,0.03781
96.7253,-41.9739,575.374,0.03554
96.7680,-42.1340,575.249,0.03605
96.8107,-42.2963,574.935,0.03601
96.8533,-42.4573,574.590,0.03501
96.8960,-42.6169,574.496,0.26713
96.9387,-42.7786,574.295,0.26612
96.9813,-43.0967,573.910,0.26428
97.0240,-39.2655,573.731,0.25894
97.0667,-35.4208,781.853,0.25766
97.1093,-31.5615,709.999,0.25656
97.1520,-27.6865,638.275,0.25179
97.1947,-23.7976,566.598,0.25060
